Role,Age,Gender,Occupation,Personality Traits,Communication Style,Interests and Hobbies,Educational Background,Cultural Background,Language Proficiency,Technology Savviness,Preferred Communication Medium,Lifestyle,Values and Beliefs,Relationship Status,Economic Status,Health and Wellness,Time Availability,Problem-solving Approach,Capital improvement project,Infiltration policy,Freeboard policy,Buyouts,Future Buyout,Recreational investment,Shelter Small,Basketball Small,Football,Open Area Small,Shelter Medium,Soccer Small,Volleyball Small,Exercise Area Small,Picnic Area,Playground Large,Shelter Large,Soccer Large,Track,Trail Small,Amphitheater,Open Area Large,Playground Small,Soccer Medium,Softball/Baseball Small,Trail Medium,Trail Large
Role508,51,male,Retired,Extroverted,Empathetic,Video Games,Graduate Degree,African,Spanish,Expert,Voice,Sedentary,Islam,Divorced,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role509,79,female,Doctor,Extroverted,Direct,Painting,High School,African,French,Intermediate,Voice,Sedentary,Humanism,Single,High income,Healthy,Sporadic,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role510,53,nondisclosed,Teacher,Extroverted,Humorous,Painting,Bachelor,Eastern,Spanish,Expert,Voice,Active,Humanism,Widowed,Low income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role511,41,female,Scientist,Introverted,Mixed,Painting,Graduate Degree,Middle Eastern,French,Intermediate,Text,Active,Humanism,In a relationship,High income,Health-conscious,Part-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role512,35,nondisclosed,Artist,Innovative,Humorous,Reading,Graduate Degree,Middle Eastern,Mandarin,Intermediate,Voice,Sedentary,Environmentalism,Widowed,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1
Role513,62,male,Engineer,Innovative,Empathetic,Traveling,Graduate Degree,Eastern,English,Expert,Video,Active,Atheism,Single,Low income,Health-conscious,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role514,75,genderqueer,Teacher,Innovative,Informal,Traveling,Graduate Degree,Middle Eastern,English,Intermediate,Video,Sedentary,Humanism,Married,High income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role515,24,nondisclosed,Doctor,Introverted,Informal,Cooking,Graduate Degree,Eastern,English,Novice,Mixed,Active,Environmentalism,In a relationship,Middle income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role516,76,nondisclosed,Scientist,Introverted,Humorous,Traveling,Graduate Degree,African,French,Intermediate,Text,Sedentary,Atheism,In a relationship,Middle income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role517,76,female,Scientist,Introverted,Mixed,Painting,Bachelor,Western,English,Novice,Text,Active,Christianity,Divorced,High income,Average health,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role518,43,male,Teacher,Innovative,Informal,Reading,High School,African,English,Intermediate,Mixed,Active,Atheism,In a relationship,Low income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role519,35,male,Artist,Innovative,Formal,Painting,Bachelor,African,French,Expert,Voice,Active,Christianity,In a relationship,Low income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role520,29,male,Student,Extroverted,Direct,Traveling,Bachelor,Middle Eastern,French,Expert,Text,Sedentary,Atheism,Divorced,Low income,Health-conscious,Sporadic,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role521,70,nondisclosed,Student,Extroverted,Direct,Cooking,Graduate Degree,Eastern,Spanish,Intermediate,Video,Sedentary,Christianity,Widowed,Low income,Health-conscious,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role522,74,male,Student,Innovative,Informal,Reading,Graduate Degree,African,Mandarin,Novice,Voice,Sedentary,Humanism,Married,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role523,18,genderqueer,Teacher,Introverted,Direct,Cooking,High School,Middle Eastern,Mandarin,Intermediate,Text,Sedentary,Atheism,Married,High income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role524,46,female,Teacher,Extroverted,Informal,Painting,Bachelor,Western,French,Intermediate,Mixed,Active,Islam,Widowed,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role525,64,nondisclosed,Scientist,Extroverted,Empathetic,Painting,Graduate Degree,Western,French,Intermediate,Voice,Sedentary,Christianity,Married,High income,Healthy,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role526,24,genderqueer,Artist,Introverted,Mixed,Video Games,Graduate Degree,Middle Eastern,English,Intermediate,Video,Active,Atheism,Widowed,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role527,61,nondisclosed,Doctor,Innovative,Empathetic,Reading,High School,Eastern,Spanish,Intermediate,Video,Active,Islam,Widowed,High income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role528,42,female,Teacher,Traditional,Humorous,Cooking,Graduate Degree,Eastern,Mandarin,Intermediate,Video,Sedentary,Islam,Widowed,Middle income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role529,67,genderqueer,Artist,Innovative,Direct,Reading,High School,Western,Spanish,Intermediate,Voice,Active,Environmentalism,Married,Middle income,Healthy,Part-time,Practical,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role530,21,female,Teacher,Introverted,Humorous,Painting,Graduate Degree,Middle Eastern,Mandarin,Expert,Voice,Active,Humanism,Married,Low income,Health-conscious,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role531,71,male,Retired,Extroverted,Mixed,Cooking,Bachelor,Western,French,Intermediate,Voice,Active,Humanism,Married,Middle income,Healthy,Full-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role532,23,genderqueer,Student,Innovative,Mixed,Cooking,Graduate Degree,Middle Eastern,English,Intermediate,Voice,Active,Christianity,Single,High income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role533,78,female,Scientist,Extroverted,Formal,Traveling,Graduate Degree,Eastern,Spanish,Novice,Video,Active,Environmentalism,Widowed,Low income,Healthy,Full-time,Creative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role534,34,nondisclosed,Artist,Traditional,Formal,Sports,Graduate Degree,Western,Spanish,Intermediate,Voice,Sedentary,Christianity,In a relationship,High income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role535,56,nondisclosed,Doctor,Innovative,Humorous,Video Games,Graduate Degree,Eastern,English,Novice,Text,Sedentary,Environmentalism,In a relationship,Low income,Average health,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role536,68,female,Artist,Extroverted,Mixed,Cooking,Bachelor,Western,Mandarin,Intermediate,Mixed,Active,Humanism,Single,Middle income,Average health,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role537,34,male,Artist,Extroverted,Empathetic,Reading,Graduate Degree,Western,English,Novice,Mixed,Sedentary,Christianity,Divorced,Middle income,Health-conscious,Part-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role538,41,female,Scientist,Traditional,Formal,Traveling,Graduate Degree,Middle Eastern,English,Novice,Text,Sedentary,Humanism,Divorced,High income,Healthy,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role539,76,male,Student,Extroverted,Mixed,Sports,Graduate Degree,Middle Eastern,Spanish,Intermediate,Video,Sedentary,Islam,Married,Low income,Healthy,Part-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role540,68,male,Artist,Extroverted,Empathetic,Traveling,Bachelor,Western,Mandarin,Expert,Voice,Sedentary,Christianity,Single,Low income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
Role541,41,female,Scientist,Innovative,Informal,Cooking,High School,African,Mandarin,Intermediate,Mixed,Sedentary,Atheism,Single,Middle income,Healthy,Part-time,Creative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role542,72,female,Teacher,Introverted,Mixed,Cooking,High School,Western,Spanish,Intermediate,Text,Active,Christianity,Divorced,High income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role543,41,male,Engineer,Introverted,Informal,Painting,Bachelor,Eastern,English,Novice,Video,Active,Islam,In a relationship,High income,Healthy,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role544,33,genderqueer,Artist,Traditional,Mixed,Video Games,Graduate Degree,African,Mandarin,Intermediate,Mixed,Active,Humanism,Divorced,Middle income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role545,29,female,Scientist,Innovative,Formal,Video Games,Graduate Degree,African,French,Novice,Text,Sedentary,Atheism,Married,High income,Healthy,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role546,72,female,Retired,Introverted,Direct,Sports,Bachelor,Middle Eastern,Spanish,Intermediate,Text,Sedentary,Islam,Single,Middle income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role547,76,male,Doctor,Extroverted,Formal,Video Games,High School,Middle Eastern,Spanish,Novice,Text,Active,Atheism,Divorced,Middle income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role548,24,genderqueer,Artist,Extroverted,Informal,Sports,Bachelor,Middle Eastern,Spanish,Expert,Mixed,Sedentary,Environmentalism,Divorced,Low income,Average health,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role549,20,nondisclosed,Teacher,Extroverted,Direct,Sports,High School,Eastern,Spanish,Expert,Voice,Active,Christianity,Single,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role550,59,nondisclosed,Artist,Introverted,Informal,Painting,High School,Middle Eastern,Mandarin,Novice,Text,Sedentary,Humanism,Widowed,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role551,47,nondisclosed,Retired,Extroverted,Mixed,Traveling,High School,Eastern,English,Novice,Text,Sedentary,Environmentalism,Single,Middle income,Average health,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role552,21,genderqueer,Retired,Innovative,Mixed,Painting,Graduate Degree,Middle Eastern,Mandarin,Intermediate,Text,Sedentary,Islam,Single,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role553,78,genderqueer,Doctor,Innovative,Formal,Reading,Graduate Degree,Middle Eastern,Spanish,Expert,Mixed,Sedentary,Islam,Single,High income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1
Role554,20,genderqueer,Student,Innovative,Direct,Reading,Bachelor,African,Spanish,Novice,Video,Active,Atheism,In a relationship,Middle income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role555,44,female,Artist,Extroverted,Informal,Cooking,Bachelor,Eastern,Spanish,Expert,Text,Sedentary,Islam,Married,High income,Health-conscious,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role556,52,female,Student,Extroverted,Formal,Traveling,High School,African,English,Novice,Mixed,Sedentary,Environmentalism,Widowed,Middle income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role557,58,genderqueer,Teacher,Traditional,Mixed,Reading,Bachelor,Eastern,French,Novice,Video,Sedentary,Humanism,In a relationship,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Role558,40,nondisclosed,Retired,Traditional,Mixed,Traveling,Bachelor,Eastern,Mandarin,Expert,Text,Active,Christianity,Single,High income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role559,25,male,Retired,Introverted,Mixed,Reading,Graduate Degree,Middle Eastern,Mandarin,Novice,Text,Sedentary,Christianity,Married,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role560,25,male,Teacher,Traditional,Mixed,Traveling,High School,African,English,Expert,Video,Active,Humanism,Married,Low income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role561,38,genderqueer,Engineer,Innovative,Mixed,Video Games,Bachelor,Eastern,English,Expert,Video,Sedentary,Islam,Single,High income,Healthy,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role562,50,female,Scientist,Introverted,Empathetic,Cooking,High School,Western,English,Expert,Mixed,Sedentary,Christianity,Divorced,Low income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role563,62,genderqueer,Artist,Introverted,Formal,Sports,Bachelor,Western,French,Novice,Text,Active,Atheism,In a relationship,Low income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Role564,73,genderqueer,Engineer,Extroverted,Informal,Sports,Graduate Degree,African,Spanish,Intermediate,Video,Active,Atheism,In a relationship,High income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role565,43,male,Artist,Innovative,Formal,Video Games,Graduate Degree,Eastern,Mandarin,Expert,Video,Active,Christianity,Widowed,Middle income,Health-conscious,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role566,44,genderqueer,Doctor,Extroverted,Direct,Sports,Graduate Degree,Middle Eastern,French,Expert,Mixed,Sedentary,Islam,Widowed,High income,Average health,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role567,57,genderqueer,Doctor,Traditional,Informal,Reading,Graduate Degree,Middle Eastern,French,Intermediate,Video,Sedentary,Environmentalism,Married,High income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role568,22,nondisclosed,Engineer,Extroverted,Direct,Reading,Graduate Degree,Eastern,English,Novice,Mixed,Sedentary,Environmentalism,Married,Middle income,Health-conscious,Part-time,Practical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role569,33,male,Doctor,Innovative,Humorous,Painting,Bachelor,Western,Spanish,Intermediate,Mixed,Active,Atheism,Single,Low income,Average health,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Role570,74,genderqueer,Engineer,Traditional,Humorous,Painting,Bachelor,Western,English,Novice,Voice,Sedentary,Atheism,Single,Low income,Average health,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role571,34,female,Student,Extroverted,Mixed,Reading,Bachelor,Eastern,Mandarin,Novice,Mixed,Sedentary,Environmentalism,In a relationship,Middle income,Health-conscious,Part-time,Collaborative,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role572,70,genderqueer,Student,Traditional,Informal,Sports,Graduate Degree,African,French,Intermediate,Voice,Sedentary,Humanism,Divorced,Middle income,Health-conscious,Part-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role573,72,male,Engineer,Extroverted,Informal,Painting,Graduate Degree,Western,English,Intermediate,Video,Sedentary,Atheism,In a relationship,Low income,Health-conscious,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Role574,37,male,Retired,Introverted,Formal,Cooking,High School,African,Mandarin,Novice,Text,Sedentary,Atheism,In a relationship,High income,Health-conscious,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role575,76,male,Teacher,Traditional,Direct,Video Games,Graduate Degree,Western,English,Novice,Mixed,Sedentary,Environmentalism,Divorced,High income,Healthy,Part-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role576,52,genderqueer,Doctor,Extroverted,Informal,Video Games,Bachelor,Middle Eastern,French,Expert,Video,Active,Atheism,In a relationship,Low income,Health-conscious,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
Role577,63,nondisclosed,Retired,Introverted,Informal,Video Games,Bachelor,Middle Eastern,Spanish,Expert,Video,Active,Environmentalism,In a relationship,Middle income,Average health,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role578,21,female,Retired,Traditional,Formal,Sports,High School,Western,French,Expert,Mixed,Active,Atheism,Divorced,Middle income,Healthy,Sporadic,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role579,51,nondisclosed,Doctor,Innovative,Empathetic,Traveling,Graduate Degree,African,Spanish,Novice,Text,Sedentary,Islam,Widowed,High income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role580,39,male,Scientist,Innovative,Empathetic,Reading,Graduate Degree,Middle Eastern,French,Expert,Voice,Sedentary,Environmentalism,Widowed,High income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role581,33,genderqueer,Scientist,Extroverted,Humorous,Reading,High School,African,Mandarin,Intermediate,Mixed,Sedentary,Islam,Divorced,Middle income,Health-conscious,Sporadic,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role582,51,female,Scientist,Introverted,Direct,Painting,Bachelor,Western,Spanish,Expert,Text,Sedentary,Islam,Single,High income,Average health,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role583,52,female,Retired,Extroverted,Humorous,Video Games,Graduate Degree,Middle Eastern,French,Expert,Voice,Sedentary,Environmentalism,Single,High income,Health-conscious,Full-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Role584,52,male,Doctor,Innovative,Humorous,Painting,High School,Western,Spanish,Novice,Text,Active,Islam,Married,Low income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role585,45,male,Retired,Innovative,Mixed,Painting,Bachelor,Middle Eastern,Spanish,Intermediate,Text,Sedentary,Islam,Widowed,Low income,Healthy,Full-time,Practical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role586,32,male,Engineer,Traditional,Mixed,Video Games,Graduate Degree,Western,Mandarin,Novice,Mixed,Sedentary,Environmentalism,Divorced,High income,Average health,Full-time,Collaborative,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role587,19,male,Artist,Innovative,Empathetic,Cooking,High School,African,Mandarin,Expert,Text,Sedentary,Humanism,Married,Low income,Health-conscious,Part-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role588,31,female,Artist,Traditional,Empathetic,Painting,High School,Middle Eastern,Mandarin,Expert,Voice,Active,Christianity,Married,Middle income,Healthy,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role589,58,male,Doctor,Extroverted,Direct,Traveling,Graduate Degree,Eastern,English,Expert,Video,Active,Environmentalism,Married,High income,Healthy,Sporadic,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Role590,75,female,Doctor,Introverted,Formal,Traveling,Graduate Degree,Middle Eastern,Mandarin,Intermediate,Mixed,Active,Islam,Widowed,Low income,Healthy,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role591,54,male,Doctor,Traditional,Empathetic,Traveling,High School,African,English,Novice,Voice,Sedentary,Environmentalism,Single,Low income,Healthy,Full-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
Role592,78,nondisclosed,Doctor,Introverted,Direct,Cooking,Graduate Degree,Western,Mandarin,Expert,Text,Active,Christianity,Divorced,High income,Healthy,Part-time,Practical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role593,30,genderqueer,Teacher,Introverted,Informal,Reading,Bachelor,Eastern,French,Expert,Mixed,Sedentary,Environmentalism,Married,Middle income,Health-conscious,Full-time,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
Role594,74,male,Teacher,Introverted,Empathetic,Painting,Graduate Degree,Middle Eastern,Spanish,Expert,Mixed,Active,Islam,Single,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role595,74,female,Engineer,Innovative,Humorous,Traveling,High School,Western,French,Novice,Text,Sedentary,Islam,Married,High income,Average health,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role596,55,genderqueer,Scientist,Introverted,Direct,Painting,High School,Western,French,Expert,Voice,Active,Environmentalism,In a relationship,High income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role597,75,genderqueer,Teacher,Introverted,Informal,Traveling,High School,Middle Eastern,Mandarin,Novice,Video,Active,Atheism,In a relationship,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role598,69,genderqueer,Engineer,Introverted,Empathetic,Reading,Bachelor,Western,French,Expert,Mixed,Active,Atheism,In a relationship,Low income,Health-conscious,Full-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role599,40,male,Student,Innovative,Empathetic,Traveling,High School,Eastern,Mandarin,Intermediate,Video,Sedentary,Atheism,In a relationship,Middle income,Health-conscious,Full-time,Analytical,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Role600,69,nondisclosed,Student,Introverted,Empathetic,Painting,High School,Western,Mandarin,Expert,Mixed,Active,Christianity,Single,Middle income,Healthy,Part-time,Collaborative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role601,49,female,Scientist,Introverted,Empathetic,Reading,Bachelor,Western,French,Intermediate,Text,Sedentary,Humanism,Married,Low income,Healthy,Sporadic,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Role602,41,genderqueer,Teacher,Introverted,Humorous,Cooking,Graduate Degree,Eastern,Mandarin,Intermediate,Mixed,Active,Humanism,Divorced,Middle income,Healthy,Sporadic,Analytical,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1
Role603,48,nondisclosed,Teacher,Extroverted,Humorous,Video Games,Bachelor,Western,French,Intermediate,Text,Active,Humanism,Widowed,Middle income,Health-conscious,Sporadic,Analytical,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Role604,69,genderqueer,Engineer,Traditional,Empathetic,Sports,Bachelor,Middle Eastern,Mandarin,Expert,Video,Sedentary,Atheism,Single,Middle income,Health-conscious,Part-time,Creative,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
